Unnamed: 0,question,query,schema
68404,Is there a route between 'New York John F Kennedy International Airport' and 'Los Angeles International Airport'?,SELECT 1 FROM routes WHERE src_ap = 'New York John F Kennedy International Airport' AND dst_ap = 'Los Angeles International Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68406,What is the number of routes operated by 'Korean Air'?,SELECT COUNT(rid) FROM routes WHERE airline = 'Korean Air',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68407,What is the number of airlines that serve 'Paris Charles de Gaulle Airport'?,SELECT COUNT(DISTINCT airline) FROM routes WHERE dst_ap = 'Paris Charles de Gaulle Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68408,What is the city of 'Paris Charles de Gaulle Airport'?,SELECT city FROM airports WHERE airportname = 'Paris Charles de Gaulle Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68409,How many routes does 'Lufthansa' operate?,SELECT COUNT(rid) FROM routes WHERE airline = 'Lufthansa',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68410,Is there a route from 'New York John F Kennedy International Airport' to 'Tokyo Haneda Airport'?,SELECT 1 FROM routes WHERE src_ap = 'New York John F Kennedy International Airport' AND dst_ap = 'Tokyo Haneda Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68411,What is the country of 'New York John F Kennedy International Airport'?,SELECT country FROM airports WHERE airportname = 'New York John F Kennedy International Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68412,What airlines operate from 'Los Angeles International Airport'?,SELECT DISTINCT airline FROM routes WHERE src_ap = 'Los Angeles International Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68413,How many airports are in 'United States'?,SELECT COUNT(*) FROM airports WHERE country = 'United States',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68414,What is the country of 'London Heathrow Airport'?,SELECT country FROM airports WHERE airportname = 'London Heathrow Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68415,What is the number of routes from 'New York John F Kennedy International Airport' and 'Los Angeles International Airport'?,SELECT COUNT(*) FROM routes WHERE src_ap = 'New York John F Kennedy International Airport' OR dst_ap = 'New York John F Kennedy International Airport' OR src_ap = 'Los Angeles International Airport' OR dst_ap = 'Los Angeles International Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68417,What is the airline that operates the route from 'New York John F Kennedy International Airport' to 'Los Angeles International Airport'?,SELECT airline FROM routes WHERE src_ap = 'New York John F Kennedy International Airport' AND dst_ap = 'Los Angeles International Airport',"
CREATE TABLE airlines (
	uid INTEGER, 
	airline TEXT, 
	abbreviation TEXT, 
	country TEXT
)


CREATE TABLE airports (
	city TEXT, 
	airportcode TEXT, 
	airportname TEXT, 
	country TEXT, 
	countryabbrev TEXT
)


CREATE TABLE routes (
	rid INTEGER, 
	dst_apid INTEGER, 
	dst_ap TEXT, 
	src_apid INTEGER, 
	src_ap TEXT, 
	alid INTEGER, 
	airline TEXT, 
	codeshare TEXT
)"
68420,What is the total number of domestic passengers in 2007?,SELECT SUM(domestic_passengers) FROM airport WHERE __change_2007 = '2007';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68422,What is the top 3 operate companies based on group equity shareholding?,"SELECT name, group_equity_shareholding FROM operate_company ORDER BY group_equity_shareholding DESC LIMIT 3;","
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68423,What is the total number of international passengers in 2010?,SELECT SUM(international_passengers) FROM airport WHERE __change_2007 LIKE '2010%';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68424,What is the top 5 busiest airports in terms of air traffic movements?,"SELECT airport_name, aircraft_movements FROM airport ORDER BY aircraft_movements DESC LIMIT 5;","
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68425,What is the average total passengers per airport in 2015?,SELECT AVG(total_passengers) FROM airport WHERE __change_2007 LIKE '2015%';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68426,What is the total number of flights within 500km distance?,SELECT COUNT(*) FROM flight WHERE distance <= 500;,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68427,What is the average number of flights per airport per day?,SELECT AVG(aircraft_movements) FROM airport;,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68428,What is the total number of international passengers in 2015?,SELECT SUM(international_passengers) FROM airport WHERE __change_2007 LIKE '2015%';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68429,What is the top 5 busiest airports in terms of freight tonnage?,"SELECT airport_name, freight_metric_tonnes FROM airport ORDER BY freight_metric_tonnes DESC LIMIT 5;","
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68431,What is the total number of flights from Tokyo?,SELECT COUNT(*) FROM flight WHERE origin = 'Tokyo';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68435,What is the top 3 operate companies based on number of aircraft operated?,"SELECT name, COUNT(*) AS num_aircraft FROM operate_company JOIN flight ON operate_company.id = flight.aid GROUP BY name ORDER BY num_aircraft DESC LIMIT 3;","
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68436,What is the total number of domestic passengers in 2010?,SELECT SUM(domestic_passengers) FROM airport WHERE __change_2007 LIKE '2010%';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68437,What is the average distance flown between Tokyo and New York?,SELECT AVG(distance) FROM flight WHERE origin = 'Tokyo' AND destination = 'New York';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68440,What is the total number of flights from Los Angeles?,SELECT COUNT(*) FROM flight WHERE origin = 'Los Angeles';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68441,What is the average number of flights per airport per day in 2010?,SELECT AVG(aircraft_movements) FROM airport WHERE __change_2007 LIKE '2010%';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68444,What is the average distance flown between airports in the Asia-Pacific region?,SELECT AVG(distance) FROM flight WHERE origin LIKE 'Asia-Pacific%';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68446,What is the total number of flights from Paris?,SELECT COUNT(*) FROM flight WHERE origin = 'Paris';,"
CREATE TABLE airport (
	airport_id INTEGER, 
	airport_name TEXT, 
	total_passengers REAL, 
	__change_2007 TEXT, 
	international_passengers REAL, 
	domestic_passengers REAL, 
	transit_passengers REAL, 
	aircraft_movements REAL, 
	freight_metric_tonnes REAL
)


CREATE TABLE flight (
	flno INTEGER, 
	origin TEXT, 
	destination TEXT, 
	distance INTEGER, 
	departure_date TIMESTAMP WITHOUT TIME ZONE, 
	arrival_date TIMESTAMP WITHOUT TIME ZONE, 
	price INTEGER, 
	aid INTEGER
)


CREATE TABLE operate_company (
	id INTEGER, 
	name TEXT, 
	type TEXT, 
	principal_activities TEXT, 
	incorporated_in TEXT, 
	group_equity_shareholding REAL
)"
68447,Which stadium has the highest average attendance?,"SELECT s.name, AVG(s.capacity) AS avg_attendance FROM stadium s JOIN game g ON s.stadium_id = g.stadium_id GROUP BY s.name ORDER BY avg_attendance DESC LIMIT 1;","
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
68448,What is the most common injury sustained by a player in the 2019 season?,"SELECT i.injury, COUNT(i.injury) AS count FROM injury_accident i JOIN game g ON i.game_id = g.id WHERE g.season = 2019 GROUP BY i.injury ORDER BY count DESC LIMIT 1;","
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
68449,What is the average capacity of stadiums in the Premier League?,SELECT AVG(s.capacity) AS avg_capacity FROM stadium s JOIN game g ON s.stadium_id = g.stadium_id WHERE g.competition LIKE '%Premier%';,"
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
68450,What is the team with the most wins in the 2018 season?,"SELECT home_team, COUNT(score) AS wins FROM game WHERE season = 2018 GROUP BY home_team ORDER BY wins DESC LIMIT 1;","
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
68451,What is the average number of matches missed by players due to injury in the 2019 season?,"SELECT i.number_of_matches, AVG(CAST(i.number_of_matches AS INTEGER)) AS avg_matches FROM injury_accident i JOIN game g ON i.game_id = g.id WHERE g.season = 2019 GROUP BY i.number_of_matches ORDER BY avg_matches DESC LIMIT 1;","
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
68452,What is the most common competition for which matches were played?,"SELECT competition, COUNT(competition) AS count FROM game GROUP BY competition ORDER BY count DESC LIMIT 1;","
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
68453,What is the name of the stadium with the highest capacity?,SELECT s.name FROM stadium s ORDER BY s.capacity DESC LIMIT 1;,"
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
68454,What is the most common type of injury sustained by a player?,"SELECT injury, COUNT(injury) AS count FROM injury_accident GROUP BY injury ORDER BY count DESC LIMIT 1;","
CREATE TABLE game (
	stadium_id INTEGER, 
	id INTEGER, 
	season INTEGER, 
	date TEXT, 
	home_team TEXT, 
	away_team TEXT, 
	score TEXT, 
	competition TEXT
)


CREATE TABLE injury_accident (
	game_id INTEGER, 
	id INTEGER, 
	player TEXT, 
	injury TEXT, 
	number_of_matches TEXT, 
	source TEXT
)


CREATE TABLE stadium (
	stadium_id INTEGER, 
	location TEXT, 
	name TEXT, 
	capacity INTEGER, 
	highest INTEGER, 
	lowest INTEGER, 
	average INTEGER
)"
